2015-08-19T09:31:25.215Z
inputgrainmass:undefined
inputgraintype:undefined
inputinitmoisture:undefined
inputairvents:undefined
inputhotairgates:undefined
inputburnertemp:undefined
inputdischargetime:undefined
inputfinalmoisture:undefined
14, 7.927890727296472
15, 63.324181688949466
16, 21.1982358712703
17, 59.75214678328484
18, 52.23538528662175
19, 86.4721714751795
1, 9.335491620004177
2, 8.543464192189276
3, 16.078668320551515
4, 99.07659548334777
5, 7.756046997383237
6, 53.79014331847429
7, 84.12609223742038
8, 26.660590805113316
9, 84.49233551509678
10, 10.869554104283452
11, 29.788335668854415
12, 22.95568527188152
13, 70.91058986261487
14, 28.7256199400872
15, 5.674375453963876
16, 74.71868784632534
17, 18.340283981524408
18, 39.22133129090071
19, 93.94439915195107
1, 45.74806469026953
2, 67.98586251679808
3, 12.430385570041835
4, 48.86695076711476
5, 36.85310010332614
6, 28.993332269601524
7, 3.478377079591155
8, 52.04052873887122
9, 29.718709364533424
10, 51.845950656570494
11, 68.09059383813292
12, 10.132458689622581
13, 58.02386656869203
14, 58.40647604782134
15, 70.23813093546778
16, 70.36006194539368
17, 4.249791172333062
18, 72.0625892514363
19, 74.71036510542035
1, 97.43834126275033
2, 6.305513670668006
3, 37.184957950375974
4, 67.60441148653626
5, 39.44610289763659
6, 6.391304149292409
7, 82.4290407821536
8, 8.233549282886088
9, 48.45128676388413
10, 51.67434378527105
11, 50.48626547213644
12, 31.007223878987134
13, 84.14549380540848
14, 82.77975551318377
15, 42.861604248173535
16, 11.400784668512642
17, 21.25117229297757
18, 21.158245112746954
19, 23.08034396264702
1, 26.976480754092336
2, 39.12479679565877
3, 11.879237811081111
4, 75.2788842190057
5, 52.905317675322294
6, 59.05033606104553
7, 35.1789194624871
8, 16.975331003777683
9, 73.46226200461388
10, 74.2881476180628
11, 74.40931021701545
12, 77.34823699574918
13, 78.85505640879273
14, 27.470407471992075
15, 88.56959764380008
16, 12.829322437755764
