2015-08-20T15:03:06.799Z
inputgraintype:undefined
inputinitmoisture:undefined
inputhotairgates:undefined
inputairvents:undefined
inputburnertemp:undefined
inputdischargetime:undefined
inputfinalmoisture:undefined
12, 82.58459586650133
13, 61.767838266678154
14, 1.9807053031399846
15, 8.559854980558157
16, 92.8518388653174
17, 73.41007029172033
18, 47.44283671025187
19, 39.59046909585595
1, 49.596190406009555
2, 72.2070491174236
3, 36.18086960632354
4, 39.36935670208186
5, 3.510491084307432
6, 40.46406280249357
7, 86.07073861639947
8, 72.98585162498057
9, 94.24990203697234
10, 31.639825040474534
11, 67.53833757247776
12, 11.075319768860936
13, 89.18367146980017
14, 44.85781404655427
15, 11.227730917744339
16, 71.09954711049795
17, 82.87129432428628
18, 12.166695250198245
19, 29.364840243943036
1, 72.0146334497258
2, 17.358492617495358
3, 10.093812691047788
