2015-08-20T15:28:45.203Z
inputgrainmass:undefined
inputinitmoisture:undefined
inputgraintype:undefined
inputhotairgates:undefined
inputairvents:undefined
inputburnertemp:undefined
inputdischargetime:undefined
inputfinalmoisture:undefined
6, 72.92038588784635
7, 97.92138361372054
8, 16.64012153632939
9, 84.71513034310192
10, 78.90382553450763
11, 21.761402650736272
12, 52.69656025338918
13, 24.242379399947822
14, 82.14769819751382
15, 82.8516396228224
16, 52.77574157807976
17, 91.16055227350444
18, 64.17480625677854
19, 74.89467321429402
1, 41.12635878846049
2, 6.929322704672813
3, 25.37905767094344
4, 41.76455771084875
5, 47.96116764191538
6, 82.89529734756798
7, 51.83398970402777
8, 59.85830617137253
9, 84.66079230420291
10, 15.070283273234963
11, 90.04239086061716
12, 43.7557888450101
13, 52.50284024514258
14, 89.31200865190476
15, 98.53015732951462
16, 46.282085380516946
17, 28.100175061263144
18, 67.02961744740605
19, 25.25378675200045
1, 72.16598668601364
2, 76.56971372198313
3, 58.21301171090454
4, 34.347046189941466
5, 20.84084008820355
6, 27.19431994482875
7, 25.680835265666246
8, 68.1266329716891
9, 72.01439326163381
10, 28.16733301151544
11, 1.0293038096278906
12, 0.5814689910039306
13, 23.476051865145564
14, 70.66006031818688
15, 56.15977987181395
16, 3.008768055588007
17, 71.84066330082715
18, 31.419047038070858
19, 18.34345692768693
1, 82.9137064050883
2, 78.16389692015946
3, 98.30309331882745
4, 88.69886728934944
5, 2.5814915308728814
6, 73.845080495812
7, 68.75346752349287
8, 45.10381417348981
9, 94.59556222427636
10, 53.16764779854566
11, 32.32438692357391
12, 75.27320205699652
13, 74.95963773690164
14, 43.1640021270141
15, 29.932544380426407
16, 52.90486407466233
17, 18.52461197413504
18, 6.908350554294884
19, 28.724549780599773
1, 59.94666169863194
